Starting trading simulation... for 60 seconds
ADDED: SELL 263 TICK203 @ $50.19
ADDED: SELL 512 TICK614 @ $95.71
ADDED: BUY 682 TICK577 @ $11.60
ADDED: BUY 407 TICK539 @ $32.48
ADDED: SELL 889 TICK193 @ $88.23
ADDED: BUY 658 TICK900 @ $20.97
ADDED: SELL 299 TICK168 @ $16.09
ADDED: SELL 168 TICK112 @ $22.92
ADDED: SELL 751 TICK942 @ $93.46
ADDED: SELL 606 TICK62 @ $36.58
ADDED: SELL 956 TICK801 @ $44.31
ADDED: SELL 851 TICK790 @ $19.97
ADDED: SELL 830 TICK680 @ $50.68
MATCHED: 375 shares of TICK162 at $49.79
  BUY ORDER: 0/375 left for TICK162 @ 83.25
  SELL ORDER: 385/760 left for TICK162 @ 49.79
ADDED: BUY 375 TICK162 @ $83.25
ADDED: SELL 513 TICK63 @ $48.64
ADDED: SELL 829 TICK692 @ $65.76
ADDED: SELL 763 TICK938 @ $13.33
ADDED: SELL 747 TICK1003 @ $29.51
ADDED: BUY 342 TICK43 @ $53.09
ADDED: BUY 516 TICK149 @ $61.91
ADDED: BUY 483 TICK81 @ $70.91
ADDED: BUY 450 TICK129 @ $37.32
ADDED: SELL 749 TICK635 @ $62.66
ADDED: SELL 371 TICK977 @ $97.66
MATCHED: 359 shares of TICK374 at $49.42
  SELL ORDER: 559/918 left for TICK374 @ 49.42
  BUY ORDER: 0/359 left for TICK374 @ 74.43
ADDED: SELL 918 TICK374 @ $49.42
MATCHED: 121 shares of TICK367 at $38.18
  BUY ORDER: 108/229 left for TICK367 @ 49.97
  SELL ORDER: 0/121 left for TICK367 @ 38.18
MATCHED: 400 shares of TICK161 at $49.74
  BUY ORDER: 0/400 left for TICK161 @ 55.07
  SELL ORDER: 8/408 left for TICK161 @ 49.74
ADDED: BUY 400 TICK161 @ $55.07
ADDED: BUY 813 TICK590 @ $25.67
ADDED: BUY 229 TICK367 @ $49.97
ADDED: SELL 642 TICK125 @ $65.26
ADDED: BUY 999 TICK109 @ $11.08
ADDED: SELL 995 TICK639 @ $56.94
ADDED: SELL 792 TICK375 @ $64.24
ADDED: SELL 395 TICK593 @ $41.12
ADDED: SELL 544 TICK212 @ $27.09
ADDED: SELL 619 TICK811 @ $24.28
ADDED: SELL 381 TICK491 @ $30.92
ADDED: SELL 880 TICK454 @ $13.67
ADDED: SELL 624 TICK981 @ $41.05
ADDED: SELL 632 TICK456 @ $75.18
ADDED: BUY 694 TICK265 @ $16.10
ADDED: SELL 186 TICK528 @ $70.62
ADDED: SELL 168 TICK302 @ $25.41
ADDED: BUY 505 TICK581 @ $37.28
ADDED: SELL 845 TICK653 @ $57.41
ADDED: BUY 984 TICK364 @ $78.93
MATCHED: 635 shares of TICK335 at $10.19
  SELL ORDER: 0/635 left for TICK335 @ 10.19
  BUY ORDER: 56/691 left for TICK335 @ 82.79
ADDED: SELL 635 TICK335 @ $10.19
ADDED: SELL 592 TICK19 @ $20.95
MATCHED: 440 shares of TICK981 at $41.05
  BUY ORDER: 0/440 left for TICK981 @ 69.12
  SELL ORDER: 184/624 left for TICK981 @ 41.05
ADDED: BUY 440 TICK981 @ $69.12
MATCHED: 588 shares of TICK552 at $10.63
  SELL ORDER: 15/603 left for TICK552 @ 10.63
  BUY ORDER: 0/588 left for TICK552 @ 37.90
MATCHED: 434 shares of TICK383 at $43.65
  SELL ORDER: 0/434 left for TICK383 @ 43.65
  BUY ORDER: 86/520 left for TICK383 @ 85.17
ADDED: SELL 434 TICK383 @ $43.65
ADDED: SELL 603 TICK552 @ $10.63
ADDED: SELL 278 TICK152 @ $22.97
ADDED: BUY 860 TICK329 @ $60.35
ADDED: SELL 197 TICK933 @ $29.77
ADDED: SELL 358 TICK74 @ $42.18
ADDED: SELL 156 TICK649 @ $79.35
ADDED: BUY 879 TICK895 @ $10.76
ADDED: BUY 795 TICK731 @ $30.10
ADDED: BUY 417 TICK270 @ $81.25
ADDED: BUY 280 TICK529 @ $80.09
ADDED: BUY 832 TICK360 @ $41.56
ADDED: SELL 845 TICK921 @ $67.28
ADDED: SELL 485 TICK353 @ $47.40
ADDED: BUY 232 TICK325 @ $48.40
ADDED: SELL 255 TICK655 @ $15.77
MATCHED: 501 shares of TICK233 at $75.39
  SELL ORDER: 0/501 left for TICK233 @ 75.39
  BUY ORDER: 445/946 left for TICK233 @ 83.26
ADDED: SELL 501 TICK233 @ $75.39
ADDED: BUY 764 TICK30 @ $95.70
ADDED: BUY 762 TICK979 @ $65.09
ADDED: BUY 172 TICK341 @ $16.30
ADDED: BUY 719 TICK568 @ $69.91
MATCHED: 265 shares of TICK879 at $84.03
  BUY ORDER: 0/265 left for TICK879 @ 84.48
  SELL ORDER: 716/981 left for TICK879 @ 84.03
ADDED: BUY 265 TICK879 @ $84.48
ADDED: BUY 535 TICK207 @ $78.43
ADDED: SELL 894 TICK499 @ $39.44
MATCHED: 945 shares of TICK439 at $83.40
  BUY ORDER: 12/957 left for TICK439 @ 93.23
  SELL ORDER: 0/945 left for TICK439 @ 83.40
ADDED: BUY 658 TICK728 @ $86.53
ADDED: SELL 391 TICK255 @ $11.60
ADDED: BUY 957 TICK439 @ $93.23
ADDED: SELL 447 TICK249 @ $86.73
ADDED: BUY 210 TICK133 @ $61.47
ADDED: BUY 303 TICK101 @ $28.82
ADDED: BUY 348 TICK668 @ $40.89
ADDED: SELL 796 TICK788 @ $39.70
ADDED: BUY 525 TICK1000 @ $40.22
ADDED: BUY 916 TICK724 @ $21.59
ADDED: BUY 896 TICK343 @ $44.27
ADDED: SELL 291 TICK969 @ $68.36
MATCHED: 531 shares of TICK619 at $82.28
  BUY ORDER: 0/531 left for TICK619 @ 91.69
  SELL ORDER: 341/872 left for TICK619 @ 82.28
ADDED: BUY 531 TICK619 @ $91.69
ADDED: BUY 878 TICK363 @ $57.48
ADDED: BUY 614 TICK588 @ $70.13
ADDED: SELL 101 TICK266 @ $40.43
ADDED: BUY 545 TICK762 @ $28.43
ADDED: SELL 455 TICK839 @ $39.11
ADDED: SELL 976 TICK202 @ $38.84
ADDED: SELL 749 TICK796 @ $91.52
ADDED: BUY 342 TICK933 @ $26.89
ADDED: BUY 567 TICK134 @ $61.39
ADDED: BUY 116 TICK242 @ $75.16
ADDED: BUY 176 TICK967 @ $41.29
ADDED: SELL 787 TICK471 @ $56.10
ADDED: BUY 108 TICK536 @ $12.05
ADDED: BUY 351 TICK755 @ $26.54
ADDED: BUY 656 TICK296 @ $79.11
ADDED: BUY 237 TICK961 @ $78.21
ADDED: SELL 558 TICK183 @ $21.18
ADDED: SELL 515 TICK735 @ $12.37
ADDED: BUY 885 TICK104 @ $39.19
ADDED: SELL 280 TICK882 @ $96.46
ADDED: SELL 909 TICK619 @ $78.76
MATCHED: 203 shares of TICK227 at $42.48
  SELL ORDER: 360/563 left for TICK227 @ 42.48
  BUY ORDER: 0/203 left for TICK227 @ 90.18
ADDED: BUY 380 TICK347 @ $79.90
ADDED: SELL 563 TICK227 @ $42.48
ADDED: BUY 602 TICK927 @ $10.08
ADDED: BUY 419 TICK1000 @ $24.28
ADDED: SELL 542 TICK171 @ $80.29
ADDED: SELL 595 TICK234 @ $37.34
ADDED: BUY 671 TICK18 @ $52.32
ADDED: BUY 362 TICK978 @ $66.19
ADDED: SELL 965 TICK114 @ $78.45
ADDED: SELL 713 TICK353 @ $45.11
ADDED: BUY 706 TICK58 @ $66.64
ADDED: BUY 770 TICK480 @ $57.61
ADDED: BUY 842 TICK1021 @ $67.75
ADDED: SELL 416 TICK272 @ $65.03
ADDED: SELL 745 TICK505 @ $72.07
MATCHED: 270 shares of TICK1021 at $47.90
ADDED: BUY 663 TICK773 @ $21.05
ADDED: SELL 950 TICK748 @ $73.69
  SELL ORDER: 0/270 left for TICK1021 @ 47.90
  BUY ORDER: 572/842 left for TICK1021 @ 67.75
ADDED: SELL 270 TICK1021 @ $47.90
ADDED: SELL 699 TICK861 @ $95.19
ADDED: SELL 276 TICK684 @ $38.23
ADDED: SELL 652 TICK448 @ $53.56
ADDED: BUY 524 TICK92 @ $38.43
MATCHED: 490 shares of TICK378 at $36.81
  BUY ORDER: 0/490 left for TICK378 @ 57.29
  SELL ORDER: 491/981 left for TICK378 @ 36.81
ADDED: BUY 490 TICK378 @ $57.29
ADDED: BUY 737 TICK653 @ $28.00
ADDED: SELL 616 TICK788 @ $24.39
ADDED: SELL 826 TICK26 @ $55.50
ADDED: BUY 537 TICK732 @ $42.45
ADDED: SELL 222 TICK201 @ $64.10
ADDED: SELL 899 TICK640 @ $68.00
ADDED: SELL 559 TICK972 @ $79.85
MATCHED: 546 shares of TICK375 at $64.24
  BUY ORDER: 0/546 left for TICK375 @ 67.70
  SELL ORDER: 246/792 left for TICK375 @ 64.24
ADDED: BUY 546 TICK375 @ $67.70
ADDED: SELL 183 TICK241 @ $92.01
ADDED: SELL 976 TICK20 @ $19.55
ADDED: SELL 697 TICK450 @ $14.62
ADDED: SELL 640 TICK775 @ $70.14
ADDED: BUY 269 TICK307 @ $17.32
ADDED: SELL 166 TICK214 @ $46.49
ADDED: BUY 750 TICK484 @ $91.43
ADDED: BUY 415 TICK997 @ $90.72
ADDED: BUY 817 TICK328 @ $60.25
MATCHED: 423 shares of TICK895 at $16.28
  BUY ORDER: 492/915 left for TICK895 @ 73.83
  SELL ORDER: 0/423 left for TICK895 @ 16.28
MATCHED: 131 shares of TICK325 at $40.88
  SELL ORDER: 0/131 left for TICK325 @ 40.88
  BUY ORDER: 101/232 left for TICK325 @ 48.40
ADDED: SELL 131 TICK325 @ $40.88
ADDED: BUY 915 TICK895 @ $73.83
ADDED: BUY 628 TICK540 @ $64.62
MATCHED: 495 shares of TICK465 at $12.69
  BUY ORDER: 0/495 left for TICK465 @ 50.04
  SELL ORDER: 37/532 left for TICK465 @ 12.69
ADDED: BUY 495 TICK465 @ $50.04
ADDED: SELL 179 TICK415 @ $94.03
ADDED: SELL 171 TICK904 @ $45.72
ADDED: SELL 588 TICK254 @ $50.29
ADDED: SELL 988 TICK155 @ $30.88
MATCHED: 198 shares of TICK314 at $43.01
  BUY ORDER: 0/198 left for TICK314 @ 52.17
  SELL ORDER: 296/494 left for TICK314 @ 43.01
ADDED: BUY 198 TICK314 @ $52.17
ADDED: SELL 502 TICK398 @ $27.55
ADDED: BUY 864 TICK970 @ $39.02
ADDED: SELL 522 TICK751 @ $52.32
ADDED: SELL 339 TICK1002 @ $70.71
ADDED: BUY 678 TICK627 @ $23.06
ADDED: BUY 430 TICK589 @ $67.28
ADDED: SELL 742 TICK984 @ $80.42
MATCHED: 296 shares of TICK818 at $70.64
  SELL ORDER: 375/671 left for TICK818 @ 70.64
  BUY ORDER: 0/296 left for TICK818 @ 76.49
ADDED: SELL 940 TICK432 @ $56.36
ADDED: SELL 131 TICK962 @ $96.89
ADDED: SELL 671 TICK818 @ $70.64
ADDED: BUY 268 TICK587 @ $93.65
ADDED: BUY 743 TICK337 @ $66.15
ADDED: SELL 538 TICK538 @ $29.27
MATCHED: 234 shares of TICK353 at $45.11
  BUY ORDER: 0/234 left for TICK353 @ 63.90
  SELL ORDER: 479/713 left for TICK353 @ 45.11
ADDED: BUY 234 TICK353 @ $63.90
ADDED: BUY 329 TICK328 @ $25.74
ADDED: SELL 934 TICK820 @ $11.72
ADDED: BUY 949 TICK479 @ $47.80
ADDED: SELL 939 TICK83 @ $98.34
MATCHED: 294 shares of TICK322 at $72.29
  SELL ORDER: 0/294 left for TICK322 @ 72.29
  BUY ORDER: 375/669 left for TICK322 @ 95.15
ADDED: SELL 294 TICK322 @ $72.29
ADDED: SELL 381 TICK446 @ $84.15
ADDED: BUY 423 TICK781 @ $78.85
MATCHED: 317 shares of TICK499 at $39.44
  BUY ORDER: 0/317 left for TICK499 @ 58.90
  SELL ORDER: 577/894 left for TICK499 @ 39.44
ADDED: BUY 317 TICK499 @ $58.90
ADDED: BUY 408 TICK496 @ $18.93
ADDED: SELL 776 TICK486 @ $15.24
ADDED: SELL 974 TICK297 @ $16.02
ADDED: BUY 240 TICK366 @ $20.33
ADDED: SELL 673 TICK265 @ $33.83
ADDED: SELL 595 TICK807 @ $72.46
MATCHED: 274 shares of TICK219 at $14.80
  SELL ORDER: 0/274 left for TICK219 @ 14.80
  BUY ORDER: 288/562 left for TICK219 @ 42.90
ADDED: SELL 274 TICK219 @ $14.80
MATCHED: 257 shares of TICK520 at $72.74
  SELL ORDER: 7/264 left for TICK520 @ 72.74
  BUY ORDER: 0/257 left for TICK520 @ 86.29
ADDED: SELL 264 TICK520 @ $72.74
ADDED: SELL 185 TICK853 @ $50.16
ADDED: SELL 254 TICK169 @ $43.54
ADDED: SELL 828 TICK69 @ $83.85
ADDED: SELL 660 TICK543 @ $96.46
ADDED: BUY 552 TICK705 @ $98.11
ADDED: BUY 510 TICK556 @ $19.98
ADDED: SELL 420 TICK538 @ $58.05
ADDED: SELL 609 TICK3 @ $17.34
ADDED: BUY 701 TICK307 @ $79.73
MATCHED: 385 shares of TICK421 at $13.91
  SELL ORDER: 0/385 left for TICK421 @ 13.91
  BUY ORDER: 481/866 left for TICK421 @ 54.22
ADDED: SELL 385 TICK421 @ $13.91
ADDED: SELL 233 TICK388 @ $57.65
ADDED: BUY 943 TICK600 @ $23.47
MATCHED: 864 shares of TICK970 at $17.93
  SELL ORDER: 40/904 left for TICK970 @ 17.93
  BUY ORDER: 0/864 left for TICK970 @ 39.02
ADDED: BUY 868 TICK689 @ $76.16
ADDED: SELL 904 TICK970 @ $17.93
ADDED: BUY 796 TICK283 @ $55.20
ADDED: SELL 144 TICK485 @ $27.97
ADDED: SELL 732 TICK703 @ $58.23
ADDED: BUY 781 TICK888 @ $17.66
ADDED: BUY 575 TICK468 @ $50.77
ADDED: BUY 917 TICK251 @ $29.36
ADDED: BUY 145 TICK968 @ $70.73
ADDED: SELL 608 TICK338 @ $67.51
ADDED: BUY 660 TICK519 @ $13.86
MATCHED: 243 shares of TICK262 at $25.85
  SELL ORDER: 0/243 left for TICK262 @ 25.85
  BUY ORDER: 63/982 left for TICK262 @ 79.84
ADDED: SELL 243 TICK262 @ $25.85
MATCHED: 340 shares of TICK593 at $19.04
  BUY ORDER: 501/841 left for TICK593 @ 70.33
  SELL ORDER: 0/340 left for TICK593 @ 19.04
MATCHED: 395 shares of TICK593 at $41.12
  BUY ORDER: 106/841 left for TICK593 @ 70.33
  SELL ORDER: 0/395 left for TICK593 @ 41.12
ADDED: BUY 841 TICK593 @ $70.33
ADDED: BUY 483 TICK487 @ $32.25
ADDED: SELL 331 TICK768 @ $67.18
ADDED: SELL 864 TICK299 @ $72.98
ADDED: BUY 435 TICK862 @ $13.60
ADDED: BUY 227 TICK573 @ $35.42
ADDED: BUY 487 TICK962 @ $90.19
ADDED: SELL 953 TICK994 @ $18.37
ADDED: BUY 898 TICK691 @ $43.17
ADDED: SELL 610 TICK380 @ $88.95
ADDED: BUY 623 TICK962 @ $53.08
ADDED: BUY 256 TICK993 @ $85.95
ADDED: BUY 214 TICK720 @ $83.58
ADDED: BUY 566 TICK1022 @ $36.43
ADDED: SELL 852 TICK957 @ $63.91
ADDED: SELL 894 TICK708 @ $51.27
ADDED: SELL 904 TICK194 @ $20.21
ADDED: SELL 114 TICK105 @ $68.68
ADDED: BUY 354 TICK957 @ $37.54
MATCHED: 249 shares of TICK275 at $17.07
  BUY ORDER: 0/249 left for TICK275 @ 46.31
  SELL ORDER: 260/509 left for TICK275 @ 17.07
ADDED: BUY 249 TICK275 @ $46.31
MATCHED: 860 shares of TICK575 at $42.89
  BUY ORDER: 57/917 left for TICK575 @ 82.81
  SELL ORDER: 0/860 left for TICK575 @ 42.89
ADDED: BUY 917 TICK575 @ $82.81
ADDED: SELL 141 TICK74 @ $95.56
ADDED: SELL 583 TICK663 @ $21.36
ADDED: BUY 862 TICK721 @ $38.09
ADDED: SELL 372 TICK759 @ $15.38
ADDED: BUY 496 TICK889 @ $97.12
ADDED: BUY 344 TICK158 @ $97.14
ADDED: SELL 928 TICK29 @ $96.56
MATCHED: 133 shares of TICK768 at $67.18
  BUY ORDER: 0/133 left for TICK768 @ 69.12
  SELL ORDER: 198/331 left for TICK768 @ 67.18
ADDED: BUY 133 TICK768 @ $69.12
ADDED: BUY 842 TICK374 @ $48.62
ADDED: BUY 529 TICK620 @ $97.54
ADDED: SELL 857 TICK471 @ $80.25
ADDED: BUY 452 TICK546 @ $48.23
ADDED: SELL 104 TICK753 @ $93.90
ADDED: SELL 789 TICK558 @ $33.68
ADDED: BUY 287 TICK174 @ $76.25
ADDED: BUY 580 TICK171 @ $54.59
ADDED: SELL 372 TICK468 @ $55.87
ADDED: BUY 414 TICK696 @ $70.16
ADDED: SELL 410 TICK645 @ $80.87
ADDED: SELL 450 TICK183 @ $22.90
ADDED: BUY 652 TICK256 @ $60.09
ADDED: BUY 459 TICK611 @ $10.25
ADDED: BUY 490 TICK756 @ $23.75
ADDED: BUY 364 TICK504 @ $54.86
MATCHED: 111 shares of TICK259 at $44.30
  BUY ORDER: 0/111 left for TICK259 @ 88.63
  SELL ORDER: 125/556 left for TICK259 @ 44.30
ADDED: BUY 111 TICK259 @ $88.63
ADDED: BUY 357 TICK113 @ $35.20
ADDED: BUY 394 TICK79 @ $34.43
ADDED: SELL 288 TICK595 @ $95.72
ADDED: BUY 810 TICK280 @ $65.01
ADDED: SELL 485 TICK39 @ $24.37
ADDED: BUY 865 TICK992 @ $75.83
MATCHED: 172 shares of TICK341 at $13.13
  SELL ORDER: 578/750 left for TICK341 @ 13.13
  BUY ORDER: 0/172 left for TICK341 @ 16.30
ADDED: SELL 750 TICK341 @ $13.13
ADDED: BUY 876 TICK823 @ $67.00
ADDED: BUY 276 TICK1007 @ $96.18
ADDED: SELL 178 TICK894 @ $43.78
ADDED: BUY 564 TICK575 @ $63.61
ADDED: SELL 227 TICK428 @ $39.09
ADDED: BUY 810 TICK714 @ $14.85
ADDED: SELL 684 TICK887 @ $31.43
ADDED: BUY 942 TICK900 @ $16.10
ADDED: BUY 503 TICK475 @ $88.76
ADDED: BUY 938 TICK968 @ $73.55
ADDED: BUY 502 TICK999 @ $41.34
ADDED: BUY 177 TICK824 @ $52.93
ADDED: SELL 838 TICK28 @ $97.33
ADDED: SELL 522 TICK451 @ $34.25
ADDED: BUY 321 TICK408 @ $28.75
ADDED: SELL 937 TICK739 @ $43.89
ADDED: SELL 114 TICK715 @ $64.01
ADDED: SELL 725 TICK909 @ $73.21
ADDED: SELL 583 TICK40 @ $41.94
ADDED: BUY 176 TICK349 @ $54.06
ADDED: BUY 232 TICK597 @ $76.44
ADDED: BUY 627 TICK380 @ $58.88
MATCHED: 415 shares of TICK997 at $11.33
  SELL ORDER: 497/912 left for TICK997 @ 11.33
  BUY ORDER: 0/415 left for TICK997 @ 90.72
ADDED: SELL 912 TICK997 @ $11.33
ADDED: BUY 626 TICK188 @ $39.18
ADDED: BUY 995 TICK68 @ $12.76
ADDED: BUY 868 TICK660 @ $65.66
ADDED: BUY 769 TICK952 @ $15.91
ADDED: BUY 398 TICK21 @ $50.93
ADDED: BUY 507 TICK998 @ $14.72
ADDED: SELL 706 TICK342 @ $68.35
ADDED: SELL 794 TICK64 @ $84.70
ADDED: BUY 614 TICK651 @ $30.55
ADDED: BUY 533 TICK179 @ $91.97
ADDED: BUY 126 TICK734 @ $42.64
ADDED: BUY 327 TICK110 @ $59.93
ADDED: BUY 517 TICK572 @ $34.30
ADDED: BUY 248 TICK334 @ $27.76
MATCHED: 275 shares of TICK835 at $44.25
  SELL ORDER: 358/633 left for TICK835 @ 44.25
  BUY ORDER: 0/275 left for TICK835 @ 78.00
ADDED: SELL 633 TICK835 @ $44.25
ADDED: BUY 578 TICK554 @ $97.01
ADDED: SELL 455 TICK13 @ $65.28
ADDED: BUY 373 TICK326 @ $92.04
ADDED: SELL 234 TICK50 @ $77.51
ADDED: BUY 625 TICK76 @ $32.86
ADDED: SELL 695 TICK584 @ $43.33
MATCHED: 327 shares of TICK1008 at $32.72
  SELL ORDER: 580/907 left for TICK1008 @ 32.72
  BUY ORDER: 0/970 left for TICK1008 @ 80.29
ADDED: SELL 777 TICK535 @ $72.12
ADDED: SELL 907 TICK1008 @ $32.72
ADDED: SELL 210 TICK466 @ $86.06
ADDED: SELL 971 TICK489 @ $83.04
ADDED: SELL 442 TICK857 @ $98.69
ADDED: BUY 139 TICK110 @ $18.74
MATCHED: 311 shares of TICK540 at $59.45
  SELL ORDER: 90/401 left for TICK540 @ 59.45
  BUY ORDER: 0/311 left for TICK540 @ 71.79
MATCHED: 625 shares of TICK76 at $18.17
  SELL ORDER: 295/920 left for TICK76 @ 18.17
  BUY ORDER: 0/625 left for TICK76 @ 32.86
ADDED: SELL 722 TICK130 @ $38.00
ADDED: SELL 920 TICK76 @ $18.17
MATCHED: 90 shares of TICK540 at $59.45
  SELL ORDER: 0/401 left for TICK540 @ 59.45
  BUY ORDER: 538/628 left for TICK540 @ 64.62
ADDED: SELL 401 TICK540 @ $59.45
ADDED: BUY 426 TICK967 @ $37.74
ADDED: BUY 606 TICK886 @ $65.00
ADDED: SELL 733 TICK437 @ $72.09
ADDED: BUY 217 TICK264 @ $77.46
MATCHED: 276 shares of TICK684 at $38.23
  BUY ORDER: 318/594 left for TICK684 @ 72.78
  SELL ORDER: 0/276 left for TICK684 @ 38.23
ADDED: BUY 594 TICK684 @ $72.78
MATCHED: 684 shares of TICK81 at $61.93
  SELL ORDER: 313/997 left for TICK81 @ 61.93
  BUY ORDER: 0/936 left for TICK81 @ 81.95
MATCHED: 313 shares of TICK81 at $61.93
  SELL ORDER: 0/997 left for TICK81 @ 61.93
  BUY ORDER: 170/483 left for TICK81 @ 70.91
ADDED: SELL 997 TICK81 @ $61.93
MATCHED: 493 shares of TICK780 at $32.65
  SELL ORDER: 131/624 left for TICK780 @ 32.65
  BUY ORDER: 0/493 left for TICK780 @ 56.87
MATCHED: 685 shares of TICK912 at $49.50
  BUY ORDER: 315/1000 left for TICK912 @ 75.39
  SELL ORDER: 0/685 left for TICK912 @ 49.50
ADDED: BUY 1000 TICK912 @ $75.39
ADDED: SELL 624 TICK780 @ $32.65
MATCHED: 362 shares of TICK866 at $55.95
  BUY ORDER: 0/362 left for TICK866 @ 96.64
  SELL ORDER: 613/975 left for TICK866 @ 55.95
ADDED: BUY 362 TICK866 @ $96.64
MATCHED: 4 shares of TICK386 at $11.29
  BUY ORDER: 868/872 left for TICK386 @ 55.93
  SELL ORDER: 0/259 left for TICK386 @ 11.29
ADDED: BUY 872 TICK386 @ $55.93
ADDED: SELL 442 TICK874 @ $50.12
ADDED: SELL 885 TICK640 @ $43.83
ADDED: SELL 828 TICK740 @ $98.32
MATCHED: 362 shares of TICK978 at $53.81
  SELL ORDER: 455/817 left for TICK978 @ 53.81
  BUY ORDER: 0/362 left for TICK978 @ 66.19
ADDED: BUY 710 TICK837 @ $40.78
ADDED: SELL 817 TICK978 @ $53.81
ADDED: BUY 450 TICK28 @ $55.20
ADDED: BUY 405 TICK669 @ $21.70
ADDED: SELL 992 TICK95 @ $55.64
ADDED: SELL 591 TICK108 @ $30.42
ADDED: SELL 215 TICK703 @ $55.29
ADDED: SELL 542 TICK843 @ $23.99
ADDED: SELL 434 TICK265 @ $59.41
ADDED: BUY 456 TICK815 @ $95.88
ADDED: BUY 513 TICK307 @ $63.95
ADDED: SELL 276 TICK614 @ $34.42
ADDED: SELL 880 TICK75 @ $20.55
ADDED: SELL 546 TICK578 @ $80.03
MATCHED: 564 shares of TICK18 at $38.36
  SELL ORDER: 0/564 left for TICK18 @ 38.36
  BUY ORDER: 107/671 left for TICK18 @ 52.32
ADDED: SELL 564 TICK18 @ $38.36
ADDED: BUY 821 TICK840 @ $12.63
ADDED: SELL 598 TICK450 @ $91.62
ADDED: SELL 906 TICK710 @ $76.47
ADDED: BUY 295 TICK101 @ $49.24
ADDED: SELL 483 TICK557 @ $32.24
ADDED: BUY 593 TICK991 @ $87.16
MATCHED: 415 shares of TICK194 at $20.21
  BUY ORDER: 0/415 left for TICK194 @ 61.51
  SELL ORDER: 489/904 left for TICK194 @ 20.21
ADDED: BUY 415 TICK194 @ $61.51
ADDED: SELL 162 TICK902 @ $39.74
MATCHED: 288 shares of TICK297 at $16.02
  BUY ORDER: 0/288 left for TICK297 @ 88.36
  SELL ORDER: 686/974 left for TICK297 @ 16.02
ADDED: BUY 288 TICK297 @ $88.36
MATCHED: 317 shares of TICK1011 at $17.49
  BUY ORDER: 0/317 left for TICK1011 @ 21.30
  SELL ORDER: 409/726 left for TICK1011 @ 17.49
ADDED: BUY 317 TICK1011 @ $21.30
ADDED: BUY 576 TICK1001 @ $14.32
ADDED: SELL 447 TICK415 @ $53.58
ADDED: BUY 983 TICK271 @ $89.08
ADDED: SELL 347 TICK630 @ $43.20
ADDED: BUY 588 TICK358 @ $16.35
ADDED: BUY 163 TICK335 @ $80.05
ADDED: BUY 538 TICK385 @ $95.41
ADDED: SELL 463 TICK282 @ $84.01
ADDED: BUY 317 TICK657 @ $56.45
ADDED: SELL 420 TICK665 @ $34.16
ADDED: SELL 194 TICK482 @ $56.00
ADDED: BUY 935 TICK622 @ $63.90
ADDED: BUY 308 TICK207 @ $56.20
MATCHED: 279 shares of TICK168 at $16.09
  BUY ORDER: 0/279 left for TICK168 @ 38.84
  SELL ORDER: 20/299 left for TICK168 @ 16.09
ADDED: BUY 803 TICK141 @ $59.16
ADDED: BUY 532 TICK178 @ $11.04
ADDED: BUY 958 TICK653 @ $43.00
ADDED: BUY 279 TICK168 @ $38.84
ADDED: SELL 558 TICK351 @ $60.94
MATCHED: 702 shares of TICK193 at $38.41
  BUY ORDER: 0/702 left for TICK193 @ 79.96
  SELL ORDER: 206/908 left for TICK193 @ 38.41
ADDED: BUY 702 TICK193 @ $79.96
ADDED: BUY 596 TICK476 @ $65.38
ADDED: BUY 971 TICK232 @ $34.78
ADDED: SELL 109 TICK451 @ $82.43
ADDED: SELL 979 TICK440 @ $41.84
ADDED: SELL 378 TICK344 @ $10.73
ADDED: BUY 590 TICK445 @ $38.16
ADDED: SELL 430 TICK680 @ $17.90
ADDED: SELL 395 TICK744 @ $76.15
ADDED: SELL 949 TICK638 @ $93.21
MATCHED: 498 shares of TICK728 at $15.95
  SELL ORDER: 0/498 left for TICK728 @ 15.95
  BUY ORDER: 221/719 left for TICK728 @ 94.22
ADDED: SELL 498 TICK728 @ $15.95
MATCHED: 605 shares of TICK675 at $21.47
  SELL ORDER: 99/704 left for TICK675 @ 21.47
  BUY ORDER: 0/943 left for TICK675 @ 67.95
ADDED: BUY 434 TICK1021 @ $26.70
ADDED: BUY 681 TICK661 @ $42.75
ADDED: SELL 704 TICK675 @ $21.47
ADDED: SELL 163 TICK362 @ $64.81
ADDED: SELL 538 TICK226 @ $59.31
ADDED: BUY 537 TICK600 @ $55.28
ADDED: SELL 860 TICK53 @ $85.87
MATCHED: 284 shares of TICK132 at $90.82
  BUY ORDER: 0/284 left for TICK132 @ 95.86
  SELL ORDER: 689/973 left for TICK132 @ 90.82
ADDED: BUY 284 TICK132 @ $95.86
ADDED: SELL 351 TICK690 @ $77.89
ADDED: SELL 249 TICK977 @ $30.57
ADDED: BUY 440 TICK577 @ $97.64
ADDED: SELL 576 TICK46 @ $90.94
ADDED: BUY 242 TICK764 @ $22.77
ADDED: BUY 687 TICK424 @ $38.73
ADDED: BUY 868 TICK647 @ $54.99
ADDED: BUY 653 TICK587 @ $90.15
ADDED: SELL 871 TICK519 @ $21.57
ADDED: SELL 104 TICK887 @ $94.02
ADDED: BUY 314 TICK927 @ $79.24
ADDED: BUY 555 TICK868 @ $81.53
ADDED: SELL 828 TICK60 @ $31.80
ADDED: SELL 743 TICK246 @ $35.64
